	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	future_decided	future_decided	future_decided	future_decided	future_decided	future_decided	Dfuture_decided	Dfuture_decided	Dfuture_decided
									
edu_junior	-0.0909	-0.0687	-0.0687	0.112	0.0888	0.0912			
	(0.208)	(0.207)	(0.207)	(0.302)	(0.306)	(0.305)			
edu_senior	-0.143	-0.0967	-0.0965	-0.0371	-0.00333	-0.00672			
	(0.208)	(0.207)	(0.208)	(0.300)	(0.305)	(0.305)			
edu_techhighcollege	-0.300	-0.208	-0.208	-0.231	-0.167	-0.176			
	(0.208)	(0.209)	(0.209)	(0.297)	(0.307)	(0.307)			
edu_univabove	-0.766***	-0.644**	-0.644**	-0.768**	-0.688*	-0.703*			
	(0.254)	(0.259)	(0.259)	(0.371)	(0.383)	(0.383)			
age	1.086***	0.628*	0.629*	1.454***	0.985*	0.962*			
	(0.316)	(0.352)	(0.352)	(0.484)	(0.542)	(0.543)			
agesquared	-0.0157	0.0312	0.0312	-0.0553	-0.00672	-0.00505			
	(0.0427)	(0.0455)	(0.0455)	(0.0655)	(0.0704)	(0.0703)			
male	-0.317***	-0.252***	-0.252***	-0.383***	-0.310**	-0.305**			
	(0.0962)	(0.0970)	(0.0972)	(0.138)	(0.139)	(0.139)			
birth_rate	-0.0866	-0.0688	-0.0688	-0.0177	0.00894	0.00769			
	(0.0740)	(0.0736)	(0.0736)	(0.108)	(0.108)	(0.108)			
VeryEarly_disease_d	0.759***	0.666**	0.666**	0.515	0.417	0.417			
	(0.286)	(0.288)	(0.288)	(0.436)	(0.432)	(0.434)			
income		-0.115*	-0.116*		-0.123	-0.112			
		(0.0665)	(0.0673)		(0.0951)	(0.0967)			
married		0.352***	0.352***		0.347**	0.353**			
		(0.116)	(0.116)		(0.177)	(0.177)			
health		-0.112*	-0.112*		-0.137*	-0.135			
		(0.0586)	(0.0586)		(0.0828)	(0.0830)			
work_over_40h			0.00290			-0.0881			
			(0.0893)			(0.130)			
d_Chengdu	0.137	0.141	0.141	0.0540	0.0710	0.0688			
	(0.151)	(0.152)	(0.152)	(0.227)	(0.227)	(0.226)			
d_Chongqing	0.260*	0.235	0.235	0.313	0.297	0.297			
	(0.153)	(0.151)	(0.151)	(0.238)	(0.234)	(0.233)			
d_Haerbin	-0.497***	-0.491***	-0.491***	-0.493**	-0.485**	-0.483**			
	(0.169)	(0.169)	(0.169)	(0.231)	(0.228)	(0.229)			
d_Hefei	0.0309	0.00334	0.00335	0.223	0.214	0.205			
	(0.128)	(0.129)	(0.129)	(0.199)	(0.202)	(0.204)			
Dedu_junior							1.164**	1.168**	1.157**
							(0.583)	(0.577)	(0.582)
Dedu_senior							1.174**	1.204**	1.195**
							(0.586)	(0.581)	(0.586)
Dedu_techhighcollege							0.981*	1.017*	1.013*
							(0.553)	(0.550)	(0.553)
Dedu_univabove							0.752	0.817	0.804
							(0.617)	(0.622)	(0.626)
Dbirth_rate							-0.0329	0.0133	0.0135
							(0.180)	(0.186)	(0.187)
DVeryEarly_disease_d							-0.344	-0.425	-0.435
							(0.531)	(0.528)	(0.537)
Dincome								-0.125	-0.134
								(0.113)	(0.114)
Dmarried								0.268	0.260
								(0.189)	(0.191)
Dhealth								0.00883	0.00787
								(0.120)	(0.120)
Dwork_over_40h									0.0680
									(0.138)
Constant	0.873	2.665***	2.665***	-0.127	1.827	1.839			
	(0.599)	(0.763)	(0.763)	(0.901)	(1.132)	(1.133)			
									
Observations	2,634	2,634	2,634	1,320	1,320	1,320	660	660	660
R-squared	0.248	0.254	0.254	0.268	0.274	0.274	0.012	0.017	0.017
Robust standard errors in parentheses									
*** p<0.01, ** p<0.05, * p<0.1									
