	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	scared_4scale	scared_4scale	scared_4scale	scared_4scale	scared_4scale	scared_4scale	Dscared_4scale	Dscared_4scale	Dscared_4scale
									
edu_junior	-0.0336	-0.0425	-0.0425	-0.0975	-0.124	-0.124			
	(0.0718)	(0.0716)	(0.0715)	(0.106)	(0.105)	(0.105)			
edu_senior	-0.0392	-0.0511	-0.0525	-0.00869	-0.0352	-0.0355			
	(0.0725)	(0.0729)	(0.0728)	(0.107)	(0.107)	(0.107)			
edu_techhighcollege	-0.0408	-0.0460	-0.0491	-0.0571	-0.0760	-0.0766			
	(0.0710)	(0.0724)	(0.0725)	(0.105)	(0.106)	(0.106)			
edu_univabove	0.00247	0.000760	-0.00404	-0.112	-0.130	-0.131			
	(0.0881)	(0.0909)	(0.0910)	(0.122)	(0.126)	(0.126)			
age	-0.208	-0.166	-0.170	-0.163	-0.114	-0.116			
	(0.129)	(0.140)	(0.140)	(0.185)	(0.200)	(0.202)			
agesquared	0.0139	0.00807	0.00825	0.00236	-0.00418	-0.00406			
	(0.0171)	(0.0180)	(0.0179)	(0.0243)	(0.0256)	(0.0257)			
male	-0.0430	-0.0349	-0.0340	-0.0610	-0.0582	-0.0579			
	(0.0356)	(0.0361)	(0.0361)	(0.0510)	(0.0522)	(0.0522)			
birth_rate	-0.00484	0.000709	0.000741	0.00946	0.0169	0.0168			
	(0.0285)	(0.0283)	(0.0283)	(0.0402)	(0.0398)	(0.0399)			
VeryEarly_disease_d	0.214*	0.186	0.186	-0.00788	-0.0174	-0.0174			
	(0.125)	(0.124)	(0.124)	(0.184)	(0.179)	(0.180)			
income		0.000345	0.00350		0.0117	0.0125			
		(0.0252)	(0.0257)		(0.0365)	(0.0370)			
married		-0.0561	-0.0555		-0.0611	-0.0607			
		(0.0438)	(0.0439)		(0.0612)	(0.0613)			
health		-0.0829***	-0.0828***		-0.0862***	-0.0861***			
		(0.0219)	(0.0219)		(0.0299)	(0.0300)			
work_over_40h			-0.0223			-0.00622			
			(0.0335)			(0.0491)			
d_Chengdu	-0.109**	-0.0913*	-0.0922*	-0.182**	-0.169**	-0.169**			
	(0.0548)	(0.0545)	(0.0544)	(0.0785)	(0.0767)	(0.0767)			
d_Chongqing	-0.0816	-0.0861	-0.0855	-0.113	-0.119	-0.119			
	(0.0632)	(0.0630)	(0.0629)	(0.0986)	(0.0982)	(0.0981)			
d_Haerbin	-0.191***	-0.177***	-0.177***	-0.249***	-0.232***	-0.231***			
	(0.0545)	(0.0544)	(0.0545)	(0.0706)	(0.0710)	(0.0710)			
d_Hefei	-0.0621	-0.0360	-0.0361	-0.130*	-0.0993	-0.1000			
	(0.0510)	(0.0512)	(0.0512)	(0.0763)	(0.0766)	(0.0766)			
Dedu_junior							-0.0517	-0.0750	-0.106
							(0.199)	(0.198)	(0.199)
Dedu_senior							-0.0869	-0.113	-0.140
							(0.207)	(0.205)	(0.206)
Dedu_techhighcollege							-0.154	-0.173	-0.186
							(0.199)	(0.198)	(0.198)
Dedu_univabove							-0.326	-0.355	-0.392*
							(0.222)	(0.223)	(0.221)
Dbirth_rate							0.0937	0.0924	0.0930
							(0.0654)	(0.0650)	(0.0639)
DVeryEarly_disease_d							-0.158	-0.162	-0.191
							(0.283)	(0.281)	(0.262)
Dincome								-0.000431	-0.0233
								(0.0450)	(0.0453)
Dmarried								-0.0585	-0.0799
								(0.0620)	(0.0606)
Dhealth								-0.0580	-0.0607
								(0.0376)	(0.0377)
Dwork_over_40h									0.192***
									(0.0592)
Constant	2.343***	2.600***	2.598***	2.377***	2.576***	2.577***			
	(0.251)	(0.303)	(0.303)	(0.363)	(0.436)	(0.437)			
									
Observations	2,635	2,635	2,635	1,320	1,320	1,320	660	660	660
R-squared	0.021	0.029	0.029	0.038	0.046	0.046	0.009	0.013	0.028
Robust standard errors in parentheses									
*** p<0.01, ** p<0.05, * p<0.1									
