	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	sad_hide_4scale	sad_hide_4scale	sad_hide_4scale	sad_hide_4scale	sad_hide_4scale	sad_hide_4scale	Dsad_hide_4scale	Dsad_hide_4scale	Dsad_hide_4scale
									
edu_junior	0.0867	0.0861	0.0861	-0.123	-0.113	-0.115			
	(0.0962)	(0.0953)	(0.0953)	(0.140)	(0.139)	(0.139)			
edu_senior	-0.00673	-0.0121	-0.0104	-0.180	-0.195	-0.192			
	(0.0962)	(0.0961)	(0.0962)	(0.139)	(0.140)	(0.140)			
edu_techhighcollege	0.0221	-0.00633	-0.00275	-0.141	-0.185	-0.177			
	(0.0968)	(0.0978)	(0.0982)	(0.140)	(0.143)	(0.144)			
edu_univabove	0.161	0.107	0.113	0.0283	-0.0400	-0.0276			
	(0.124)	(0.126)	(0.127)	(0.182)	(0.187)	(0.187)			
age	0.503***	0.446**	0.451**	0.642***	0.704***	0.723***			
	(0.169)	(0.184)	(0.184)	(0.247)	(0.266)	(0.267)			
agesquared	-0.0605***	-0.0531**	-0.0533**	-0.0756**	-0.0816**	-0.0830**			
	(0.0226)	(0.0238)	(0.0238)	(0.0325)	(0.0341)	(0.0341)			
male	0.0243	0.00376	0.00264	-0.106	-0.141**	-0.145**			
	(0.0488)	(0.0495)	(0.0494)	(0.0692)	(0.0704)	(0.0703)			
birth_rate	0.0414	0.0313	0.0313	0.0475	0.0323	0.0333			
	(0.0402)	(0.0400)	(0.0400)	(0.0544)	(0.0545)	(0.0544)			
VeryEarly_disease_d	0.0301	0.0762	0.0766	-0.00576	0.0391	0.0391			
	(0.186)	(0.189)	(0.189)	(0.282)	(0.284)	(0.283)			
income		0.0548	0.0510		0.0822*	0.0730			
		(0.0336)	(0.0346)		(0.0483)	(0.0496)			
married		0.0558	0.0551		-0.0363	-0.0414			
		(0.0572)	(0.0572)		(0.0851)	(0.0851)			
health		0.0847***	0.0845***		0.0841*	0.0826*			
		(0.0305)	(0.0305)		(0.0436)	(0.0435)			
work_over_40h			0.0263			0.0738			
			(0.0466)			(0.0684)			
d_Chengdu	0.0733	0.0468	0.0479	0.195**	0.173*	0.175*			
	(0.0679)	(0.0685)	(0.0685)	(0.0925)	(0.0921)	(0.0919)			
d_Chongqing	-0.211**	-0.208**	-0.209**	-0.257*	-0.248*	-0.248*			
	(0.0886)	(0.0877)	(0.0876)	(0.140)	(0.138)	(0.138)			
d_Haerbin	-0.255***	-0.276***	-0.276***	-0.275**	-0.295**	-0.297**			
	(0.0915)	(0.0910)	(0.0911)	(0.127)	(0.127)	(0.127)			
d_Hefei	0.0391	0.0123	0.0124	0.0340	0.0152	0.0231			
	(0.0665)	(0.0679)	(0.0679)	(0.0995)	(0.101)	(0.101)			
Dedu_junior							-0.637*	-0.631*	-0.630*
							(0.377)	(0.372)	(0.372)
Dedu_senior							-0.622*	-0.623*	-0.622*
							(0.365)	(0.360)	(0.360)
Dedu_techhighcollege							-0.509	-0.515	-0.515
							(0.366)	(0.363)	(0.363)
Dedu_univabove							-0.433	-0.443	-0.441
							(0.405)	(0.404)	(0.404)
Dbirth_rate							0.152*	0.144	0.144
							(0.0912)	(0.0905)	(0.0906)
DVeryEarly_disease_d							0.0504	0.0621	0.0632
							(0.327)	(0.330)	(0.330)
Dincome								0.0433	0.0442
								(0.0725)	(0.0740)
Dmarried								-0.00817	-0.00732
								(0.106)	(0.107)
Dhealth								0.00176	0.00187
								(0.0642)	(0.0642)
Dwork_over_40h									-0.00754
									(0.0929)
Constant	1.750***	1.201***	1.202***	1.678***	0.792	0.781			
	(0.321)	(0.407)	(0.406)	(0.483)	(0.593)	(0.592)			
									
Observations	2,620	2,620	2,620	1,320	1,320	1,320	660	660	660
R-squared	0.019	0.025	0.025	0.033	0.041	0.042	0.014	0.014	0.014
Robust standard errors in parentheses									
*** p<0.01, ** p<0.05, * p<0.1									
