	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	sad_control_4scale	sad_control_4scale	sad_control_4scale	sad_control_4scale	sad_control_4scale	sad_control_4scale	Dsad_control_4scale	Dsad_control_4scale	Dsad_control_4scale
									
edu_junior	0.0394	0.0389	0.0389	0.00361	0.00839	0.0103			
	(0.0885)	(0.0881)	(0.0882)	(0.121)	(0.122)	(0.122)			
edu_senior	0.0386	0.0363	0.0341	-0.0592	-0.0638	-0.0664			
	(0.0896)	(0.0897)	(0.0898)	(0.126)	(0.128)	(0.128)			
edu_techhighcollege	0.0283	0.0144	0.0102	-0.0350	-0.0599	-0.0669			
	(0.0911)	(0.0921)	(0.0921)	(0.124)	(0.129)	(0.129)			
edu_univabove	0.108	0.0779	0.0713	0.0529	0.00824	-0.00321			
	(0.107)	(0.110)	(0.110)	(0.142)	(0.148)	(0.148)			
age	0.248*	0.153	0.148	0.273	0.214	0.196			
	(0.142)	(0.158)	(0.158)	(0.195)	(0.216)	(0.217)			
agesquared	-0.0224	-0.0118	-0.0115	-0.0228	-0.0161	-0.0148			
	(0.0190)	(0.0204)	(0.0204)	(0.0255)	(0.0271)	(0.0273)			
male	0.0951**	0.0883**	0.0896**	0.0848	0.0694	0.0730			
	(0.0403)	(0.0409)	(0.0409)	(0.0546)	(0.0549)	(0.0547)			
birth_rate	0.0400	0.0354	0.0355	0.0292	0.0209	0.0199			
	(0.0330)	(0.0326)	(0.0326)	(0.0422)	(0.0414)	(0.0414)			
VeryEarly_disease_d	-0.113	-0.0938	-0.0942	0.0880	0.107	0.107			
	(0.146)	(0.145)	(0.145)	(0.160)	(0.158)	(0.160)			
income		0.0318	0.0362		0.0474	0.0560			
		(0.0273)	(0.0279)		(0.0375)	(0.0384)			
married		0.0763	0.0771		0.0549	0.0597			
		(0.0510)	(0.0510)		(0.0719)	(0.0722)			
health		0.0333	0.0335		0.0506	0.0520			
		(0.0243)	(0.0243)		(0.0342)	(0.0341)			
work_over_40h			-0.0312			-0.0683			
			(0.0381)			(0.0542)			
d_Chengdu	-0.0766	-0.0941	-0.0954	-0.131	-0.149*	-0.150*			
	(0.0599)	(0.0603)	(0.0604)	(0.0839)	(0.0835)	(0.0835)			
d_Chongqing	-0.0322	-0.0344	-0.0335	0.0398	0.0441	0.0443			
	(0.0731)	(0.0730)	(0.0732)	(0.103)	(0.103)	(0.104)			
d_Haerbin	0.0805	0.0672	0.0676	0.00597	-0.0124	-0.0108			
	(0.0701)	(0.0704)	(0.0704)	(0.0887)	(0.0891)	(0.0889)			
d_Hefei	-0.0488	-0.0675	-0.0677	-0.0458	-0.0676	-0.0749			
	(0.0579)	(0.0586)	(0.0586)	(0.0851)	(0.0867)	(0.0873)			
Dedu_junior							0.0187	0.00753	0.0115
							(0.281)	(0.281)	(0.282)
Dedu_senior							-0.0283	-0.0434	-0.0399
							(0.283)	(0.282)	(0.283)
Dedu_techhighcollege							0.00733	-0.00685	-0.00523
							(0.306)	(0.306)	(0.306)
Dedu_univabove							0.125	0.109	0.113
							(0.327)	(0.326)	(0.328)
Dbirth_rate							-0.00520	0.00159	0.00152
							(0.101)	(0.101)	(0.101)
DVeryEarly_disease_d							0.209	0.186	0.189
							(0.272)	(0.277)	(0.278)
Dincome								0.0227	0.0256
								(0.0498)	(0.0506)
Dmarried								0.0605	0.0633
								(0.0854)	(0.0853)
Dhealth								-0.0540	-0.0537
								(0.0496)	(0.0495)
Dwork_over_40h									-0.0245
									(0.0719)
Constant	2.492***	2.330***	2.329***	2.525***	2.155***	2.164***			
	(0.273)	(0.346)	(0.346)	(0.380)	(0.467)	(0.467)			
									
Observations	2,622	2,622	2,622	1,320	1,320	1,320	660	660	660
R-squared	0.017	0.020	0.020	0.027	0.031	0.033	0.003	0.006	0.006
Robust standard errors in parentheses									
*** p<0.01, ** p<0.05, * p<0.1									
