	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)
VARIABLES	hateful_control_4scale	hateful_control_4scale	hateful_control_4scale	hateful_control_4scale	hateful_control_4scale	hateful_control_4scale	Dhateful_control_4scale	Dhateful_control_4scale	Dhateful_control_4scale
									
edu_junior	0.0621	0.0536	0.0535	-0.0336	-0.0414	-0.0412			
	(0.0892)	(0.0895)	(0.0895)	(0.118)	(0.119)	(0.119)			
edu_senior	0.0446	0.0282	0.0270	-0.145	-0.163	-0.163			
	(0.0904)	(0.0912)	(0.0911)	(0.121)	(0.124)	(0.124)			
edu_techhigh	0.0931	0.0694	0.0675	-0.109	-0.130	-0.131			
	(0.0967)	(0.0977)	(0.0975)	(0.132)	(0.135)	(0.134)			
edu_college	0.0993	0.0581	0.0556	-0.0481	-0.0831	-0.0846			
	(0.0973)	(0.0995)	(0.0994)	(0.131)	(0.137)	(0.136)			
edu_univabove	0.256**	0.205*	0.201*	0.0548	0.0131	0.0115			
	(0.110)	(0.114)	(0.114)	(0.148)	(0.156)	(0.156)			
age	0.231	0.278	0.275	0.341*	0.364	0.362			
	(0.159)	(0.178)	(0.178)	(0.204)	(0.235)	(0.236)			
agesquared	-0.0114	-0.0162	-0.0160	-0.0233	-0.0261	-0.0260			
	(0.0209)	(0.0225)	(0.0225)	(0.0263)	(0.0290)	(0.0291)			
male	0.0764*	0.0611	0.0617	-0.0204	-0.0328	-0.0323			
	(0.0440)	(0.0448)	(0.0449)	(0.0602)	(0.0608)	(0.0610)			
birth_rate	0.0666*	0.0615*	0.0615*	0.0536	0.0504	0.0503			
	(0.0359)	(0.0358)	(0.0358)	(0.0442)	(0.0443)	(0.0444)			
VeryEarly_disease_d	-0.0565	-0.0338	-0.0340	0.0997	0.113	0.113			
	(0.159)	(0.161)	(0.161)	(0.161)	(0.160)	(0.161)			
income		0.0488	0.0511*		0.0425	0.0438			
		(0.0298)	(0.0303)		(0.0428)	(0.0436)			
married		-0.0404	-0.0400		-0.0196	-0.0190			
		(0.0563)	(0.0563)		(0.0803)	(0.0806)			
health		0.0161	0.0162		-0.00142	-0.00126			
		(0.0263)	(0.0263)		(0.0372)	(0.0371)			
work_over_40h			-0.0160			-0.00989			
			(0.0425)			(0.0589)			
Dedu_junior							-0.0388	-0.0280	-0.0205
							(0.312)	(0.315)	(0.316)
Dedu_senior							-0.104	-0.100	-0.0938
							(0.310)	(0.312)	(0.313)
Dedu_techhighcollege							-0.0829	-0.0852	-0.0817
							(0.338)	(0.341)	(0.341)
Dedu_collegeabove							0.0419	0.0382	0.0369
							(0.133)	(0.132)	(0.132)
Dedu_univabove							0.0421	0.0448	0.0549
							(0.371)	(0.371)	(0.373)
Dbirth_rate							-0.137	-0.131	-0.131
							(0.0857)	(0.0850)	(0.0852)
DVeryEarly_disease_d							0.0942	0.0740	0.0811
							(0.202)	(0.198)	(0.200)
Dincome								0.0538	0.0595
								(0.0677)	(0.0688)
Dmarried								0.134*	0.139*
								(0.0775)	(0.0784)
Dhealth								-0.0138	-0.0131
								(0.0544)	(0.0542)
Dwork_over_40h									-0.0476
									(0.0721)
Constant	2.155***	1.744***	1.743***	2.175***	1.907***	1.907***			
	(0.305)	(0.384)	(0.384)	(0.393)	(0.512)	(0.512)			
									
Observations	2,600	2,600	2,600	1,320	1,320	1,320	660	660	660
R-squared	0.028	0.029	0.029	0.043	0.044	0.044	0.007	0.012	0.013
Robust standard errors in parentheses									
*** p<0.01, ** p<0.05, * p<0.1									
